Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Ситилинк,2016-02-03 12:09,30.448774,60.031971,Планшеты,Xiaomi,4893483627494543,16,35000
Автотрейд,2021-08-08 18:18,30.169871,59.815811,Автосигнализации и охранные системы,Cyclon,4023119654607939,35,8000
Телемаркет24,2022-06-08 10:05,30.335758,60.067134,Компьютерные периферийные устройства,Creative,4023119654607939,9,12000
Перекрёсток,2018-05-27 21:59,30.290068,59.959334,Фрукты и овощи,Taylor Farms,6762803998507955,22,190
Автотрейд,2015-10-20 20:45,30.169871,59.815811,Автоинструменты и оборудование,Makita,6762803998507955,18,14000
Babochka,2021-02-23 18:00,30.300985,60.004935,Одежда для сна,Eberjey,6762803998507955,13,5000
GATE31,2014-12-07 10:02,30.346968,59.918223,Рубашки и блузы,Zara,6762803998507955,26,2500
Магнит,2014-06-25 02:54,30.26396,59.90816,Напитки,Monster,4023115363395390,43,150
DNS,2020-09-14 14:02,30.453346,60.03567,Автоэлектроника,JL Audio,4023115363395390,5,20000
Дизель спот,2014-09-02 16:42,30.468788,59.960016,Системы охлаждения,Mishimoto,4295657515028543,5,16000
Азбука вкуса,2018-02-18 10:33,30.359189,59.931679,Соусы и приправы,Cholula,4295657515028543,15,180
Магнит,2023-07-04 14:53,30.312278,59.906084,Соусы и приправы,Grey Poupon,5286286370431248,25,200
М-Стерео,2022-03-12 10:18,30.355453,59.938372,Программируемые устройства,Espressif,5286286370431248,16,2000
М-Стерео,2022-04-12 21:14,30.355453,59.938372,Ноутбуки,Dell,5286286370431248,17,70000
СтройХаус,2019-02-12 09:38,30.372729,59.95475,Освещение,GE Lighting,4874430981756109,11,1300
DreamWhite,2012-04-21 19:08,30.304204,59.960815,Верхняя одежда,Canada Goose,4874430981756109,24,60000
Дикси,2020-06-14 11:18,30.360979,59.942506,Здоровое питание,Nature's Path,4874430981756109,5,350
М-Стерео,2013-02-04 19:40,30.367216,59.935317,Планшеты,Samsung,4874430981756109,5,60000
Дизель спот,2013-08-27 17:17,30.468788,59.960016,Автомобильные аксессуары,Hella,5397307402017201,20,3500
DreamWhite,2018-03-16 13:02,30.370335,59.938003,Сумки и рюкзаки,Chanel,5397307402017201,38,220000
Петрович,2015-02-09 17:15,30.344151,60.06295,Кровельные материалы,Metrotile,5294494201623055,5,3000
Eurospar,2016-07-22 10:28,30.34903,59.945452,Безалкогольные напитки,Fanta,5294494201623055,7,90
GATE31,2016-04-21 20:23,30.346968,59.918223,Эко-одежда,Toad&Co,5294494201623055,12,8500
Перекрёсток,2014-02-28 16:16,30.228791,60.017448,Замороженные продукты,Eggo,5294494201623055,62,250
Barleone,2019-09-03 14:42,30.293232,59.959192,Одежда для сна,Eberjey,5294494201623055,5,5000
М-Стерео,2015-06-19 11:16,30.367216,59.935317,Принтеры и сканеры,HP,4762087008082078,38,25000
Дикси,2023-01-01 10:58,30.290941,59.96181,Готовые блюда,Агама,4762087008082078,14,260
Магнит,2021-08-18 16:02,30.259132,59.867715,Соусы и приправы,Heinz,4023117717118595,35,150
Перекрёсток,2018-12-31 12:39,30.286508,60.000051,Фрукты и овощи,Earthbound Farm,4023117717118595,9,210
Porivay Suit,2021-07-22 20:32,30.356776,59.915184,Рубашки и блузы,Levi's,4023117717118595,5,2800
М-Стерео,2017-02-13 22:10,30.355453,59.938372,Мелкая бытовая техника,Panasonic,4023117717118595,19,16000
restore,2018-05-01 11:32,30.446447,59.911725,Батарейки и зарядные устройства,RAVPower,4023117717118595,5,550
Дон Телефон,2016-06-22 11:27,30.321769,59.927084,Настольные компьютеры,Corsair,4893493542534866,5,100000
Barleone,2013-09-25 22:08,30.293232,59.959192,Рубашки и блузы,H&M,4893493542534866,17,2000
VAG Club,2020-04-18 11:07,30.444139,60.000501,Автомобильные аксессуары,Thule,4893493542534866,13,15000
РеалЪ,2020-02-20 12:47,30.414431,59.94991,Рыба и морепродукты,Морепродукты,4226088120724834,55,620
Телемаркет24,2012-12-25 15:55,30.473981,59.946175,Компьютерные периферийные устройства,Trust,4226088120724834,5,10000
OBI,2022-09-19 17:51,30.349319,59.871277,Садовая техника,Snapper,5268237190730755,5,55000
Магнит,2020-07-31 10:00,30.37508,59.875082,Консервы,Green Ray,5268237190730755,5,120
ТехноНИКОЛЬ,2022-06-20 20:57,30.526859,59.620811,Краски и лаки,Beckers,5559577518697508,5,2400
Мастеровой,2024-09-26 20:50,30.314396,59.926407,Фасадные материалы,Saint-Gobain,6768009442276239,5,1550
СтройХаус,2020-07-27 16:25,30.482775,60.002994,Краски и лаки,Dufa,6768009442276239,5,2200
StoreDima,2022-12-23 15:37,30.32422,59.929012,Накопители данных,Silicon Power,6768009442276239,10,5500
Петрович,2023-06-08 12:47,30.343252,60.062117,Кровельные материалы,Docke,5521752373778276,5,1700
Barleone,2013-01-06 07:27,30.293232,59.959192,Сумки и рюкзаки,Versace,5521752373778276,5,140000
РеалЪ,2018-02-04 07:00,30.347623,59.971649,Снеки и чипсы,Fritos,5521752373778276,5,150
OBI,2013-03-29 22:57,30.147238,59.993572,Строительные материалы,Armstrong,5521752373778276,16,4100
VAG Club,2024-07-16 22:33,30.444139,60.000501,Автомобильные масла и жидкости,Lucas Oil,5521752373778276,9,2600
Porivay Suit,2012-04-28 12:50,30.356776,59.915184,Одежда для беременных,Hatch,5342457837978162,5,4800
DreamWhite,2013-01-25 16:22,30.304204,59.960815,Одежда для особых случаев,Oscar de la Renta,5342457837978162,11,310000
Петрович,2023-08-11 17:57,30.507151,59.889037,Садовые постройки,Forest Garden,5530332443741647,27,43000
Автотрейд,2020-10-28 14:48,30.235785,59.992793,Автоинструменты и оборудование,Husky,5530332443741647,5,11000
DreamWhite,2015-10-19 08:00,30.304204,59.960815,Одежда для дома,Tommy Hilfiger,5530332443741647,8,4000
М-Стерео,2012-06-11 16:30,30.367216,59.935317,Игровые консоли и аксессуары,Thrustmaster,5530332443741647,26,16000
Ситилинк,2022-12-09 22:25,30.204986,59.986117,Батарейки и зарядные устройства,Philips,4483316589022383,5,470
Лента,2019-01-25 04:20,30.244461,59.955691,Алкогольные напитки,Patrón,4483316589022383,11,3500
Elny,2024-04-10 19:37,30.293474,59.960791,Свитера и кардиганы,Lacoste,4483316589022383,5,7000
Телемаркет24,2023-05-30 14:46,30.438988,59.933292,Носимая электроника,Apple,4483316589022383,5,45000
Петрович,2017-08-16 11:32,30.156687,59.585744,Освещение,Satco,4483316589022383,22,850
Азбука вкуса,2018-02-15 17:52,30.359189,59.931679,Детское питание,Similac,4317234855691514,5,175
Дикси,2014-04-08 21:58,30.300721,59.952004,Бакалея,Greenfield,4317234855691514,25,300
РеалЪ,2022-01-18 10:18,30.414431,59.94991,Продукты для спортсменов,Gaspari Nutrition,4317234855691514,5,2800
Максидом,2012-01-24 19:37,30.267628,59.95185,Керамическая плитка,Keramin,4317234855691514,32,1100
Porivay Suit,2012-12-08 08:44,30.356776,59.915184,Одежда для дома,Oysho,4317234855691514,5,1700
М.Видео,2017-05-21 15:25,30.316717,59.81842,Игровые консоли и аксессуары,Gioteck,5257877406094005,11,6000
Максидом,2020-06-16 15:03,30.36521,59.811704,Садовый декор,Red Carpet Studios,5257877406094005,5,13000
Автотрейд,2021-04-06 12:44,30.382569,59.889669,Подвеска и рулевое управление,Proforged,5104108940658565,5,13500
PisterGSM,2016-07-23 13:36,30.36603,59.932429,Телефоны и оборудование для стационарной связи,Fanvil,5104108940658565,45,6500
PisterGSM,2023-03-31 19:53,30.36603,59.932429,Носимая электроника,Suunto,5104108940658565,5,32000
СтройХаус,2017-10-10 22:14,30.44978,60.036823,Сантехника,AlcaPlast,5104108940658565,5,12000
Лента,2018-07-31 09:17,30.346787,59.919861,Чай и кофе,Illy,5104108940658565,11,350
РеалЪ,2020-07-27 07:30,30.269682,59.972527,Продукты для диабетиков,Lakanto,5189012614884750,28,750
ТехноНИКОЛЬ,2013-09-12 13:26,30.433004,59.898045,Фасадные материалы,Terraco,5313449947015570,5,1350
Перекрёсток,2018-08-27 10:20,30.228791,60.017448,Рыба и морепродукты,Балтийский берег,5313449947015570,5,450
Автотрейд,2018-10-09 17:29,30.235785,59.992793,Автомобильные аксессуары,Yakima,5313449947015570,5,14000
Автотрейд,2021-09-20 10:49,30.382569,59.889669,Автозвук и мультимедиа,Phoenix Gold,5313449947015570,5,14000
StoreDima,2019-05-30 11:33,30.32422,59.929012,Фото- и видеокамеры,JVC,5313449947015570,5,30000
Автотрейд,2017-07-17 14:36,30.235785,59.992793,Автомобильные лампы и освещение,Vision X,4797729031144813,8,1800
Максидом,2016-04-22 17:31,30.386777,60.004162,Керамическая плитка,Serenissima,4797729031144813,42,2100
Barleone,2019-03-14 09:48,30.293232,59.959192,Купальники и пляжная одежда,L*Space,4797729031144813,5,5300
restore,2015-01-27 09:05,30.515375,59.893985,Компьютерные периферийные устройства,Mad Catz,4797729031144813,6,14000
Максидом,2024-06-30 15:38,30.36521,59.811704,Герметики и монтажная пена,Isover,4797729031144813,18,380
Афоня,2014-11-13 14:01,30.303072,59.963994,Садовые постройки,Arrow,4297495921902196,21,35000
restore,2017-09-05 20:38,30.367769,60.033526,Устройства виртуальной и дополненной реальности,Magic Leap,4297495921902196,5,70000
Лента,2012-12-25 10:11,30.272381,60.074949,Напитки,Schweppes,4297495921902196,11,85
Автотрейд,2014-08-21 12:46,30.382569,59.889669,Автоинструменты и оборудование,GearWrench,4297495921902196,5,13000
Автотрейд,2013-09-12 13:14,30.235785,59.992793,Автомобильные аптечки и аварийные наборы,Омега,4297495921902196,38,1300
Дизель спот,2017-10-05 22:16,30.444036,59.950531,Подвеска и рулевое управление,Lemforder,4023124053763835,32,14000
Дизель спот,2018-02-21 22:52,30.468788,59.960016,Автомобильные лампы и освещение,Nighteye,4023124053763835,37,1600
Телемаркет24,2018-07-03 16:44,30.377959,59.830567,Аудиооборудование,Marantz,4023124053763835,15,48000
Barleone,2020-07-07 16:12,30.293232,59.959192,Спортивные костюмы,Erima,4023124053763835,5,7000
DreamWhite,2014-11-29 10:53,30.332892,59.792867,Платья и юбки,River Island,4023124053763835,21,4500
СтройХаус,2024-11-07 14:45,30.409452,60.075356,Кровельные материалы,Roben,5486010711304937,30,2400
StoreDima,2024-05-07 16:56,30.32422,59.929012,Сетевые сервисы и подписки,VMware,5486010711304937,6,11000
StoreDima,2024-12-14 13:31,30.32422,59.929012,Программируемые устройства,M5Stack,5486010711304937,14,2600
Авто Стори,2020-08-17 14:18,30.47283,59.885293,Автосигнализации и охранные системы,Convoy,5486010711304937,5,10000
Авто Стори,2018-09-28 16:39,30.385865,59.892103,Системы охлаждения,Valeo,4245429208393761,5,14000
Дон Телефон,2025-02-18 21:23,30.320953,59.927913,Телефоны и оборудование для стационарной связи,RCA,4245429208393761,8,5000
Elny,2021-07-13 20:00,30.409664,59.928271,Одежда для дома,Hollister,4245429208393761,5,2700
DNS,2024-08-27 18:13,30.261444,59.851368,Сетевое оборудование,DrayTek,4245429208393761,5,8000
Магнит,2022-06-01 21:38,30.315741,59.903477,Консервы,Кубаночка,4245429208393761,35,80
Сатурн,2018-06-19 18:05,30.370351,59.927948,Окна и двери,KBE,5476134715388253,10,26000
Максидом,2021-01-29 18:04,30.386777,60.004162,Герметики и монтажная пена,Sika,5476134715388253,5,380
GATE31,2023-10-28 17:28,30.345298,59.930685,Женская одежда,Urban Outfitters,5476134715388253,16,3800
ТехноНИКОЛЬ,2019-02-21 15:39,30.282577,60.073813,Изоляционные материалы,Rockwool,5363926948223470,20,1600
Ашан,2022-03-14 13:25,30.389082,60.053104,Снеки и чипсы,Pirate's Booty,4612855593847239,31,200
Babochka,2016-05-29 09:25,30.342662,59.945058,Аксессуары,Bottega Veneta,4612855593847239,5,60000
Мастеровой,2016-02-16 18:37,30.314396,59.926407,Керамическая плитка,Fanal,4612855593847239,5,1500
Перекрёсток,2016-03-20 20:18,30.447066,59.912758,Масла и жиры,Олейна,5157755079997145,18,150
GATE31,2020-04-30 12:24,30.345298,59.930685,Перчатки и шарфы,Burberry,5157755079997145,34,20000
