Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Ашан,2014-01-25 10:47,30.389656,60.053224,Сладости и десерты,M&M's,4790876245958269,14,300
VAG Club,2023-09-07 20:32,30.22647,59.996275,Системы охлаждения,Crown Automotive,4790876245958269,5,13000
Дизель спот,2012-12-30 16:34,30.444036,59.950531,Тормозные системы,Power Stop,4893507978132772,65,11500
Porivay Suit,2024-10-26 22:37,30.348972,59.914947,Детская одежда,Nike,4272307331881054,11,3500
restore,2020-07-05 17:17,30.317006,59.820927,Носимая электроника,Amazfit,4272307331881054,20,18000
PisterGSM,2022-09-11 20:26,30.36603,59.932429,3D-принтеры и аксессуары,Artillery,4272307331881054,34,45000
Porivay Suit,2021-01-05 19:44,30.356776,59.915184,Сумки и рюкзаки,Versace,4272307331881054,5,140000
М.Видео,2015-11-07 14:21,30.437312,59.933146,Компьютерные периферийные устройства,Acer,4272307331881054,23,14000
Лемана Про,2013-07-18 12:47,30.244619,59.954959,Садовый декор,Good Directions,4023129016181985,5,24000
Дизель спот,2014-02-25 13:48,30.468788,59.960016,Подвеска и рулевое управление,Delphi,4023129016181985,29,11000
Elny,2019-12-19 12:02,30.257252,59.990067,Одежда для активного отдыха,Berghaus,4023129016181985,22,13000
Авто Стори,2019-06-30 11:58,30.385865,59.892103,Тормозные системы,StopTech,4023129016181985,27,14500
Дикси,2014-10-06 22:43,30.290941,59.96181,Сладости и десерты,Chupa Chups,4023129016181985,33,150
Ситилинк,2012-12-08 15:10,30.394258,60.013589,Накопители данных,Samsung,6768057017472212,7,7000
Автотрейд,2014-10-18 10:27,30.382332,59.889032,Электрооборудование,Denso,4279307104302517,5,14000
Автотрейд,2014-10-27 19:11,30.235785,59.992793,Автозвук и мультимедиа,Kenwood Excelon,4279307104302517,5,20000
Eurospar,2013-03-30 06:52,30.300629,59.96729,Продукты для диабетиков,Lily's Sweets,4432727340335123,26,700
Авто Стори,2015-05-14 09:52,30.47283,59.885293,Автоинструменты и оборудование,TEKTON,4432727340335123,29,10000
Elny,2014-05-12 19:23,30.259229,60.0078,Рубашки и блузы,Michael Kors,4432727340335123,5,4700
Дизель спот,2020-10-16 12:03,30.444036,59.950531,Шины и диски,Goodyear,5183630215921968,5,10000
Elny,2012-11-24 12:15,30.34682,59.832252,Одежда для дома,Tommy Hilfiger,5183630215921968,27,4000
Магнит,2023-08-25 22:44,30.315303,59.925888,Молочные продукты,House in the Village,5183630215921968,32,80
СтройХаус,2013-10-12 13:02,30.44978,60.036823,Системы водоснабжения,Henco,5183630215921968,32,15000
GATE31,2013-04-20 09:23,30.354525,59.98708,Часы и украшения,Prestigio,4067445762323395,27,11000
Пятёрочка,2019-10-07 23:17,30.353782,59.911451,Соусы и приправы,Hellmann's,4622351506674099,5,140
Афоня,2020-12-22 13:26,30.345783,60.093526,Садовые постройки,BillyOh,4622351506674099,5,41000
Porivay Suit,2017-08-08 08:41,30.348972,59.914947,Белье и ночные сорочки,Natori,4622351506674099,13,5500
Азбука вкуса,2020-11-22 16:44,30.314909,59.90529,Мясо и птица,Останкино,4622351506674099,40,420
Магнит,2019-12-14 23:50,30.37508,59.875082,Мясо и птица,Черкизово,5224585137593261,35,450
Петрович,2017-09-16 14:24,30.206649,59.85461,Лестницы и стремянки,ABRU,5224585137593261,5,10500
PisterGSM,2018-09-02 19:43,30.36603,59.932429,Офисная техника,Xerox,5224585137593261,5,35000
DreamWhite,2022-05-11 18:53,30.332892,59.792867,Спортивные костюмы,Nike,5469543751024681,5,10000
VAG Club,2017-07-24 16:49,30.22647,59.996275,Двигатели и компоненты,Lucas,5469543751024681,8,80000
Телемаркет24,2015-08-20 20:30,30.473981,59.946175,Автоэлектроника,MTX Audio,5469543751024681,5,14000
Телемаркет24,2016-06-16 12:13,30.438988,59.933292,Аудиооборудование,Onkyo,5469543751024681,5,42000
Пятёрочка,2020-11-25 09:46,30.312851,59.903847,Масла и жиры,Подсолнечное Золото,5469543751024681,5,140
StoreDima,2015-09-25 15:57,30.32422,59.929012,Игровые консоли и аксессуары,Gioteck,4023121813686830,17,6000
Максидом,2015-05-06 09:35,30.267628,59.95185,Освещение,Eaton,5211780795157258,5,2200
Babochka,2024-06-28 20:43,30.328896,59.793756,Рубашки и блузы,Armani Exchange,5211780795157258,5,4500
GATE31,2021-11-15 22:31,30.345298,59.930685,Домашняя одежда,Puma,5211780795157258,37,2600
Автотрейд,2013-03-29 20:06,30.382569,59.889669,Шины и диски,Gislaved,5211780795157258,5,7500
М.Видео,2017-08-13 12:55,30.398652,60.012029,Программируемые устройства,Arduino,5211780795157258,30,3000
Авто Стори,2022-01-22 10:01,30.385865,59.892103,Автоинструменты и оборудование,Snap-on,4333360453163692,5,20000
Мастеровой,2014-11-01 15:00,30.361738,59.943736,Изоляционные материалы,Kingspan,4333360453163692,19,1700
VAG Club,2012-05-01 18:23,30.444139,60.000501,Автомобильные масла и жидкости,Petronas,4333360453163692,5,2600
GATE31,2021-11-29 14:06,30.346968,59.918223,Часы и украшения,Nothing,4333360453163692,5,37000
Elny,2014-10-11 22:15,30.379255,59.826746,Одежда для дома,Victoria's Secret,4279691810629215,5,4500
Телемаркет24,2015-04-09 22:18,30.355724,59.922592,3D-принтеры и аксессуары,Sindoh,4279691810629215,10,80000
Автотрейд,2019-02-27 14:47,30.382332,59.889032,Шины и диски,Maxxis,5397141578331933,34,8000
Дон Телефон,2018-07-05 08:42,30.320953,59.927913,Программное обеспечение,JetBrains,5397141578331933,5,85000
СтройХаус,2012-05-08 18:46,30.436413,59.946501,Краски и лаки,Beckers,5397141578331933,54,2400
VAG Club,2019-09-18 18:53,30.22647,59.996275,Тормозные системы,ATE,5397141578331933,8,11000
Ситилинк,2022-10-28 11:01,30.209514,59.856308,Устройства виртуальной и дополненной реальности,HP,5579666798256527,26,32000
Лемана Про,2019-02-21 17:20,30.446878,59.912914,Напольные покрытия,Quick-Step,5579666798256527,16,1700
Авто Стори,2019-03-28 17:30,30.47283,59.885293,Автозвук и мультимедиа,Pioneer,5579666798256527,21,15000
Ситилинк,2022-08-27 17:34,30.251578,59.992185,Офисная техника,OKI,5579666798256527,10,30000
Сатурн,2018-10-16 11:51,30.355106,59.978333,Системы водоснабжения,Rehau,5257873121863334,23,20000
Автотрейд,2024-04-10 18:03,30.382332,59.889032,Тормозные системы,Textar,5257873121863334,5,9500
М.Видео,2020-03-30 19:09,30.224285,59.855638,Системы безопасности,Abode,5257873121863334,5,16000
StoreDima,2018-03-10 20:47,30.32422,59.929012,Накопители данных,Transcend,5579558446923480,5,5000
Сатурн,2012-08-23 12:03,30.45995,59.975534,Окна и двери,Rehau,5579558446923480,5,28000
Лемана Про,2015-12-14 13:15,30.347462,60.066702,Напольные покрытия,Armstrong,5579558446923480,45,2000
Ашан,2020-08-03 15:42,30.341063,59.913898,Готовые блюда,Роллтон,5583340831836259,5,45
Ситилинк,2023-02-09 14:56,29.892438,59.881339,Мониторы,Xiaomi,5583340831836259,23,25000
OBI,2019-11-19 13:48,30.518781,59.894747,Кровельные материалы,Katepal,5419178190571271,5,2000
VAG Club,2021-04-07 11:51,30.22647,59.996275,Двигатели и компоненты,Gates,5419178190571271,5,90000
Петрович,2014-11-18 12:09,30.165419,59.809854,Системы отопления,Navien,4276728418380567,13,95000
restore,2017-08-07 19:01,30.355066,59.987391,Сетевое оборудование,Peplink,4276728418380567,7,10000
СтройХаус,2013-02-14 11:52,30.249342,60.034898,Садовая техника,Sun Joe,4276728418380567,28,40000
Ситилинк,2024-06-20 13:31,30.497858,59.944721,Батарейки и зарядные устройства,Energizer,4627299500707600,5,450
Лента,2022-03-27 10:16,30.39892,59.798683,Снеки и чипсы,Lay's,4627299500707600,24,150
М.Видео,2012-02-22 22:14,30.472608,59.742865,Настольные компьютеры,Lenovo,4023126835256255,43,80000
Автотрейд,2020-07-22 11:25,30.169871,59.815811,Системы охлаждения,Mishimoto,4023126835256255,5,16000
DreamWhite,2024-07-01 17:43,30.359178,59.938404,Одежда для активного отдыха,Rab,4023126835256255,17,14000
Дикси,2016-02-03 18:34,30.323611,59.914009,Товары для выпечки,Hodgson Mill,4023126835256255,5,125
Eurospar,2024-02-21 14:30,30.284023,59.944569,Рыба и морепродукты,Магуро,5570047565314798,6,750
Дизель спот,2016-06-12 11:52,30.235619,59.993021,Шины и диски,Falken,5570047565314798,5,8000
Авто Стори,2017-10-02 20:14,30.47283,59.885293,Автозвук и мультимедиа,Soundstream,5570047565314798,26,15000
Телемаркет24,2024-07-15 12:52,30.483717,59.908292,Устройства умного дома,Ring,5570047565314798,5,30000
VAG Club,2025-01-12 16:41,30.444139,60.000501,Автозвук и мультимедиа,Focal,5570047565314798,15,18000
restore,2017-10-16 10:40,30.355066,59.987391,Аксессуары для мобильных устройств,UAG,5222313412500705,5,6500
Porivay Suit,2020-07-21 10:06,30.356776,59.915184,Сумки и рюкзаки,Fendi,5222313412500705,5,160000
Магнит,2018-09-21 08:41,30.327759,59.831781,Консервы,Флотский,5222313412500705,8,105
Сатурн,2019-04-11 16:06,30.433617,59.844764,Крепеж и метизы,INDEX Fixing Systems,5222313412500705,5,3900
Перекрёсток,2012-06-12 16:34,30.319554,59.959078,Алкогольные напитки,Campari,5222313412500705,8,1500
Магнит,2025-01-25 15:12,30.225342,59.949801,Алкогольные напитки,Bombay Sapphire,4797707121003208,20,2000
Телемаркет24,2023-01-21 10:43,30.335758,60.067134,Программируемые устройства,Adafruit,4797707121003208,5,3500
Porivay Suit,2020-09-23 15:14,30.356776,59.915184,Домашняя одежда,Under Armour,4779322076438610,5,2900
ТехноНИКОЛЬ,2020-04-01 19:22,30.282577,60.073813,Системы водоснабжения,Hansgrohe,4612563995301424,5,23000
StoreDima,2014-06-19 18:04,30.32422,59.929012,Телефоны и оборудование для стационарной связи,Alcatel-Lucent,4023125048343521,5,9000
Лемана Про,2022-05-13 14:16,30.434084,60.02765,Садовая мебель,Fermob,4023125048343521,5,45000
Лента,2013-05-09 22:55,30.397983,59.849754,Продукты для вегетарианцев,Impossible Foods,4023125048343521,5,470
Автотрейд,2019-09-29 12:12,30.235785,59.992793,Двигатели и компоненты,Denso,4023125048343521,17,110000
Автотрейд,2013-07-16 13:29,30.382332,59.889032,Автомобильные масла и жидкости,Valvoline,4023125048343521,11,2300
PisterGSM,2018-12-04 21:16,30.36603,59.932429,Программируемые устройства,SparkFun,5104104113818379,5,3200
Азбука вкуса,2015-12-20 20:44,30.314909,59.90529,Продукты для вегетарианцев,So Delicious,6766256890946561,8,230
Магнит,2020-06-26 09:48,30.26396,59.90816,Органические продукты,Kashi,6766256890946561,12,160
DreamWhite,2014-06-19 19:31,30.370335,59.938003,Эко-одежда,Girlfriend Collective,6766256890946561,26,10000
OBI,2019-04-27 13:58,30.518781,59.894747,Системы канализации,Pipelife,4279722220442019,5,6000
Петрович,2016-04-14 19:28,30.354297,60.075893,Лестницы и стремянки,Krause,4279722220442019,5,12000
DreamWhite,2024-08-27 18:02,30.370335,59.938003,Одежда для йоги,Girlfriend Collective,4279722220442019,10,6500
Пятёрочка,2024-04-06 14:40,30.386778,59.984436,Специи и пряности,Knorr,4279722220442019,5,150
Elny,2024-09-01 18:29,30.273866,59.941915,Женская одежда,COS,4279722220442019,32,4000
Babochka,2013-11-24 18:09,30.418657,59.940382,Мужская одежда,Nike,5264839044257259,17,7000
РеалЪ,2013-01-17 09:35,30.26382,59.844596,Соусы и приправы,Cholula,5264839044257259,24,180
OBI,2019-02-08 16:18,30.382358,60.089826,Фасадные материалы,Technonicol,5264839044257259,5,1450
Автотрейд,2013-03-27 12:03,30.382569,59.889669,Двигатели и компоненты,SKF,5264839044257259,20,85000
DreamWhite,2015-08-03 11:44,30.304204,59.960815,Футболки и майки,Lacoste,5264839044257259,5,4200
Перекрёсток,2018-11-11 23:51,30.260266,59.932013,Снеки и чипсы,Fritos,5342450322005425,5,150
Дон Телефон,2012-03-21 11:56,30.320953,59.927913,Программное обеспечение,Adobe,5486019657768739,5,120000
Максидом,2018-11-30 10:06,30.386777,60.004162,Напольные покрытия,Kaindl,5486019657768739,6,1450
Лента,2014-06-10 14:14,30.293197,60.022536,Замороженные продукты,Pillsbury,5486019657768739,9,350
